packet_count,byte_count,connection_count,packet_rate,byte_rate,avg_packet_size,unique_dst_ports,unique_dst_ips,proto_tcp_ratio,proto_udp_ratio,proto_icmp_ratio,mqtt_ratio,label
7,2463,7,0.7,246.3,351.85714285714283,1,1,1.0,0.0,0.0,0.0,normal
2,142,2,0.2,14.2,71.0,1,1,1.0,0.0,0.0,0.0,normal
2,108,2,0.2,10.8,54.0,1,1,1.0,0.0,0.0,0.0,normal
2,147,2,0.2,14.7,73.5,1,1,1.0,0.0,0.0,0.0,normal
653,35262,653,65.3,3526.2,54.0,1,1,1.0,0.0,0.0,0.0,normal
4,931,4,0.4,93.1,232.75,1,1,1.0,0.0,0.0,0.0,normal
9,6824,9,0.9,682.4,758.2222222222222,1,1,1.0,0.0,0.0,0.0,normal
357,1500821,357,35.7,150082.1,4203.980392156863,2,8,0.988795518207283,0.011204481792717087,0.0,0.0,normal
4,719,4,0.4,71.9,179.75,4,1,0.0,1.0,0.0,0.0,normal
2,142,2,0.2,14.2,71.0,1,1,1.0,0.0,0.0,0.0,normal
18,16979,18,1.8,1697.9,943.2777777777778,1,1,1.0,0.0,0.0,0.0,normal
2,132,2,0.2,13.2,66.0,1,1,1.0,0.0,0.0,0.0,normal
996,59628,996,99.6,5962.8,59.86746987951807,1,1,1.0,0.0,0.0,0.0,normal
860,53123,860,86.0,5312.3,61.770930232558136,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
875,4319306,875,87.5,431930.6,4936.349714285714,2,7,0.9977142857142857,0.002285714285714286,0.0,0.0,normal
2,422,2,0.2,42.2,211.0,2,1,0.0,1.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
2,142,2,0.2,14.2,71.0,1,1,1.0,0.0,0.0,0.0,normal
2,133,2,0.2,13.3,66.5,1,1,1.0,0.0,0.0,0.0,normal
485,38612,485,48.5,3861.2,79.61237113402062,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
1230,67443,1230,123.0,6744.3,54.83170731707317,1,1,1.0,0.0,0.0,0.0,normal
5,1405,5,0.5,140.5,281.0,1,1,1.0,0.0,0.0,0.0,normal
753,4318106,753,75.3,431810.6,5734.536520584329,2,10,0.99734395750332,0.0026560424966799467,0.0,0.0,normal
2,260,2,0.2,26.0,130.0,2,1,0.0,1.0,0.0,0.0,normal
5,1126,5,0.5,112.6,225.2,1,1,1.0,0.0,0.0,0.0,normal
2,142,2,0.2,14.2,71.0,1,1,1.0,0.0,0.0,0.0,normal
2,147,2,0.2,14.7,73.5,1,1,1.0,0.0,0.0,0.0,normal
6,2232,6,0.6,223.2,372.0,1,1,1.0,0.0,0.0,0.0,normal
2,132,2,0.2,13.2,66.0,1,1,1.0,0.0,0.0,0.0,normal
903,53529,903,90.3,5352.9,59.27906976744186,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
14,3810,14,1.4,381.0,272.14285714285717,2,1,1.0,0.0,0.0,0.0,normal
878,48295,878,87.8,4829.5,55.00569476082005,1,1,1.0,0.0,0.0,0.0,normal
20,6130,20,2.0,613.0,306.5,1,1,1.0,0.0,0.0,0.0,normal
40,15428,40,4.0,1542.8,385.7,2,1,1.0,0.0,0.0,0.0,normal
781,5657469,781,78.1,565746.9,7243.8783610755445,1,11,1.0,0.0,0.0,0.0,normal
4,2837,4,0.4,283.7,709.25,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
5,3517,5,0.5,351.7,703.4,1,1,1.0,0.0,0.0,0.0,normal
439,26806,439,43.9,2680.6,61.06150341685649,1,1,1.0,0.0,0.0,0.0,normal
5,7552,5,0.5,755.2,1510.4,1,1,1.0,0.0,0.0,0.0,normal
531,29309,531,53.1,2930.9,55.195856873822976,1,1,1.0,0.0,0.0,0.0,normal
10,3409,10,1.0,340.9,340.9,2,1,1.0,0.0,0.0,0.0,normal
314,2892038,314,31.4,289203.8,9210.312101910828,1,7,1.0,0.0,0.0,0.0,normal
3,239,3,0.3,23.9,79.66666666666667,1,1,1.0,0.0,0.0,0.0,normal
2,142,2,0.2,14.2,71.0,1,1,1.0,0.0,0.0,0.0,normal
2,132,2,0.2,13.2,66.0,1,1,1.0,0.0,0.0,0.0,normal
3,719,3,0.3,71.9,239.66666666666666,1,1,1.0,0.0,0.0,0.0,normal
15,28307,15,1.5,2830.7,1887.1333333333334,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
7,2069,7,0.7,206.9,295.57142857142856,1,1,1.0,0.0,0.0,0.0,normal
2,132,2,0.2,13.2,66.0,2,1,1.0,0.0,0.0,0.0,normal
45,5492,45,4.5,549.2,122.04444444444445,2,11,0.9333333333333333,0.06666666666666667,0.0,0.0,normal
3,813,3,0.3,81.3,271.0,3,1,0.0,1.0,0.0,0.0,normal
2,147,2,0.2,14.7,73.5,1,1,1.0,0.0,0.0,0.0,normal
3,1014,3,0.3,101.4,338.0,1,1,1.0,0.0,0.0,0.0,normal
2,142,2,0.2,14.2,71.0,1,1,1.0,0.0,0.0,0.0,normal
1,74,1,0.1,7.4,74.0,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
2,108,2,0.2,10.8,54.0,1,2,1.0,0.0,0.0,0.0,normal
2,134,2,0.2,13.4,67.0,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
9,607,9,0.9,60.7,67.44444444444444,1,6,1.0,0.0,0.0,0.0,normal
3,240,3,0.3,24.0,80.0,1,1,1.0,0.0,0.0,0.0,normal
2,142,2,0.2,14.2,71.0,1,1,1.0,0.0,0.0,0.0,normal
2,132,2,0.2,13.2,66.0,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
13,4061,13,1.3,406.1,312.38461538461536,1,1,1.0,0.0,0.0,0.0,normal
4,654,4,0.4,65.4,163.5,1,1,1.0,0.0,0.0,0.0,normal
1,230,1,0.1,23.0,230.0,1,1,0.0,1.0,0.0,0.0,normal
54,22691,54,5.4,2269.1,420.2037037037037,2,7,0.9814814814814815,0.018518518518518517,0.0,0.0,normal
25,8783,25,2.5,878.3,351.32,1,1,1.0,0.0,0.0,0.0,normal
2,142,2,0.2,14.2,71.0,1,1,1.0,0.0,0.0,0.0,normal
6,7806,6,0.6,780.6,1301.0,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
3,162,3,0.3,16.2,54.0,1,1,1.0,0.0,0.0,0.0,normal
15,1568,15,1.5,156.8,104.53333333333333,1,6,1.0,0.0,0.0,0.0,normal
3,239,3,0.3,23.9,79.66666666666667,1,1,1.0,0.0,0.0,0.0,normal
2,142,2,0.2,14.2,71.0,1,1,1.0,0.0,0.0,0.0,normal
2,132,2,0.2,13.2,66.0,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
8,2135,8,0.8,213.5,266.875,1,1,1.0,0.0,0.0,0.0,normal
20,4124,20,2.0,412.4,206.2,1,6,1.0,0.0,0.0,0.0,normal
5,1670,5,0.5,167.0,334.0,1,1,1.0,0.0,0.0,0.0,normal
3,196,3,0.3,19.6,65.33333333333333,1,1,1.0,0.0,0.0,0.0,normal
6,360,6,0.6,36.0,60.0,1,1,1.0,0.0,0.0,0.0,normal
6,360,6,0.6,36.0,60.0,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
25,3724,25,2.5,372.4,148.96,1,7,1.0,0.0,0.0,0.0,normal
5,1125,5,0.5,112.5,225.0,1,1,1.0,0.0,0.0,0.0,normal
2,142,2,0.2,14.2,71.0,1,1,1.0,0.0,0.0,0.0,normal
2,132,2,0.2,13.2,66.0,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
7,446,7,0.7,44.6,63.714285714285715,1,6,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
2,142,2,0.2,14.2,71.0,1,1,1.0,0.0,0.0,0.0,normal
3,200,3,0.3,20.0,66.66666666666667,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
2,108,2,0.2,10.8,54.0,1,1,1.0,0.0,0.0,0.0,normal
10,703,10,1.0,70.3,70.3,1,5,1.0,0.0,0.0,0.0,normal
1,93,1,0.1,9.3,93.0,1,1,1.0,0.0,0.0,0.0,normal
2,142,2,0.2,14.2,71.0,1,1,1.0,0.0,0.0,0.0,normal
2,132,2,0.2,13.2,66.0,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
19,5520,19,1.9,552.0,290.5263157894737,1,1,1.0,0.0,0.0,0.0,normal
4,623,4,0.4,62.3,155.75,1,1,1.0,0.0,0.0,0.0,normal
43,8321,43,4.3,832.1,193.51162790697674,1,7,1.0,0.0,0.0,0.0,normal
10,4028,10,1.0,402.8,402.8,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
5,7738,5,0.5,773.8,1547.6,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
1,66,1,0.1,6.6,66.0,1,1,1.0,0.0,0.0,0.0,normal
17,1774,17,1.7,177.4,104.3529411764706,3,7,0.9411764705882353,0.058823529411764705,0.0,0.0,normal
1,345,1,0.1,34.5,345.0,1,1,0.0,1.0,0.0,0.0,normal
3,239,3,0.3,23.9,79.66666666666667,1,1,1.0,0.0,0.0,0.0,normal
1,88,1,0.1,8.8,88.0,1,1,1.0,0.0,0.0,0.0,normal
4,307,4,0.4,30.7,76.75,1,1,1.0,0.0,0.0,0.0,normal
2,132,2,0.2,13.2,66.0,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
5,338,5,0.5,33.8,67.6,1,4,1.0,0.0,0.0,0.0,normal
2,142,2,0.2,14.2,71.0,1,1,1.0,0.0,0.0,0.0,normal
17,5014,17,1.7,501.4,294.94117647058823,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
11,3420,11,1.1,342.0,310.90909090909093,1,1,1.0,0.0,0.0,0.0,normal
49,15423,49,4.9,1542.3,314.7551020408163,1,6,1.0,0.0,0.0,0.0,normal
9,2643,9,0.9,264.3,293.6666666666667,1,1,1.0,0.0,0.0,0.0,normal
3,196,3,0.3,19.6,65.33333333333333,1,1,1.0,0.0,0.0,0.0,normal
2,132,2,0.2,13.2,66.0,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
10,671,10,1.0,67.1,67.1,1,7,1.0,0.0,0.0,0.0,normal
2,108,2,0.2,10.8,54.0,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
2,142,2,0.2,14.2,71.0,1,1,1.0,0.0,0.0,0.0,normal
3,200,3,0.3,20.0,66.66666666666667,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
6,424,6,0.6,42.4,70.66666666666667,1,4,1.0,0.0,0.0,0.0,normal
2,142,2,0.2,14.2,71.0,1,1,1.0,0.0,0.0,0.0,normal
2,132,2,0.2,13.2,66.0,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
14,4633,14,1.4,463.3,330.92857142857144,1,1,1.0,0.0,0.0,0.0,normal
4,1271,4,0.4,127.1,317.75,1,1,1.0,0.0,0.0,0.0,normal
38,7697,38,3.8,769.7,202.55263157894737,1,7,1.0,0.0,0.0,0.0,normal
12,4447,12,1.2,444.7,370.5833333333333,1,1,1.0,0.0,0.0,0.0,normal
2,142,2,0.2,14.2,71.0,1,1,1.0,0.0,0.0,0.0,normal
18,36260,18,1.8,3626.0,2014.4444444444443,1,1,1.0,0.0,0.0,0.0,normal
6,2304,6,0.6,230.4,384.0,1,1,1.0,0.0,0.0,0.0,normal
37,6397,37,3.7,639.7,172.8918918918919,2,6,0.9459459459459459,0.05405405405405406,0.0,0.0,normal
2,206,2,0.2,20.6,103.0,2,1,0.0,1.0,0.0,0.0,normal
3,239,3,0.3,23.9,79.66666666666667,1,1,1.0,0.0,0.0,0.0,normal
2,142,2,0.2,14.2,71.0,1,1,1.0,0.0,0.0,0.0,normal
15,8391,15,1.5,839.1,559.4,1,1,1.0,0.0,0.0,0.0,normal
2,132,2,0.2,13.2,66.0,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
4,284,4,0.4,28.4,71.0,1,3,1.0,0.0,0.0,0.0,normal
2,142,2,0.2,14.2,71.0,1,1,1.0,0.0,0.0,0.0,normal
11,1285,11,1.1,128.5,116.81818181818181,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
5,1474,5,0.5,147.4,294.8,1,1,1.0,0.0,0.0,0.0,normal
35,10528,35,3.5,1052.8,300.8,2,9,0.9428571428571428,0.05714285714285714,0.0,0.0,normal
2,260,2,0.2,26.0,130.0,2,1,0.0,1.0,0.0,0.0,normal
3,174,3,0.3,17.4,58.0,1,1,1.0,0.0,0.0,0.0,normal
6,1410,6,0.6,141.0,235.0,1,1,1.0,0.0,0.0,0.0,normal
2,142,2,0.2,14.2,71.0,1,1,1.0,0.0,0.0,0.0,normal
2,132,2,0.2,13.2,66.0,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
1296,72518,1296,129.6,7251.8,55.95524691358025,1,1,1.0,0.0,0.0,0.0,normal
229,21352,229,22.9,2135.2,93.24017467248909,2,1,1.0,0.0,0.0,0.0,normal
12,3474,12,1.2,347.4,289.5,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
923,4023678,923,92.3,402367.8,4359.3477789815815,2,12,0.9967497291440953,0.0032502708559046588,0.0,0.0,normal
3,911,3,0.3,91.1,303.6666666666667,3,1,0.0,1.0,0.0,0.0,normal
15,2912,15,1.5,291.2,194.13333333333333,2,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
5,1641,5,0.5,164.1,328.2,1,1,1.0,0.0,0.0,0.0,normal
2,142,2,0.2,14.2,71.0,1,1,1.0,0.0,0.0,0.0,normal
1,66,1,0.1,6.6,66.0,1,1,1.0,0.0,0.0,0.0,normal
2,134,2,0.2,13.4,67.0,1,1,1.0,0.0,0.0,0.0,normal
721,48016,721,72.1,4801.6,66.59639389736478,1,1,1.0,0.0,0.0,0.0,normal
1021,68749,1021,102.1,6874.9,67.33496571988246,1,1,1.0,0.0,0.0,0.0,normal
11,3397,11,1.1,339.7,308.8181818181818,1,1,1.0,0.0,0.0,0.0,normal
1376,4606527,1376,137.6,460652.7,3347.766715116279,1,6,1.0,0.0,0.0,0.0,normal
2,142,2,0.2,14.2,71.0,1,1,1.0,0.0,0.0,0.0,normal
13,4895,13,1.3,489.5,376.53846153846155,1,1,1.0,0.0,0.0,0.0,normal
2,132,2,0.2,13.2,66.0,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
4,2207,4,0.4,220.7,551.75,1,1,1.0,0.0,0.0,0.0,normal
8,865,8,0.8,86.5,108.125,1,1,1.0,0.0,0.0,0.0,normal
2,687,2,0.2,68.7,343.5,1,1,1.0,0.0,0.0,0.0,normal
3,237,3,0.3,23.7,79.0,1,1,1.0,0.0,0.0,0.0,normal
29,7986,29,2.9,798.6,275.37931034482756,1,8,1.0,0.0,0.0,0.0,normal
9,3810,9,0.9,381.0,423.3333333333333,1,1,1.0,0.0,0.0,0.0,normal
2,142,2,0.2,14.2,71.0,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
5,7661,5,0.5,766.1,1532.2,1,1,1.0,0.0,0.0,0.0,normal
1,382,1,0.1,38.2,382.0,1,1,1.0,0.0,0.0,0.0,normal
12,1406,12,1.2,140.6,117.16666666666667,1,6,1.0,0.0,0.0,0.0,normal
3,239,3,0.3,23.9,79.66666666666667,1,1,1.0,0.0,0.0,0.0,normal
2,142,2,0.2,14.2,71.0,1,1,1.0,0.0,0.0,0.0,normal
1,66,1,0.1,6.6,66.0,1,1,1.0,0.0,0.0,0.0,normal
2,132,2,0.2,13.2,66.0,1,1,1.0,0.0,0.0,0.0,normal
3,230,3,0.3,23.0,76.66666666666667,1,2,1.0,0.0,0.0,0.0,normal
2,142,2,0.2,14.2,71.0,1,1,1.0,0.0,0.0,0.0,normal
2,147,2,0.2,14.7,73.5,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
1,66,1,0.1,6.6,66.0,1,1,1.0,0.0,0.0,0.0,normal
5,1405,5,0.5,140.5,281.0,1,1,1.0,0.0,0.0,0.0,normal
19,3715,19,1.9,371.5,195.52631578947367,2,8,0.8947368421052632,0.10526315789473684,0.0,0.0,normal
2,260,2,0.2,26.0,130.0,2,1,0.0,1.0,0.0,0.0,normal
2,143,2,0.2,14.3,71.5,1,1,1.0,0.0,0.0,0.0,normal
2,142,2,0.2,14.2,71.0,1,1,1.0,0.0,0.0,0.0,normal
2,132,2,0.2,13.2,66.0,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
340,19121,340,34.0,1912.1,56.23823529411764,1,1,1.0,0.0,0.0,0.0,normal
9,6966,9,0.9,696.6,774.0,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
299,924919,299,29.9,92491.9,3093.3745819397996,2,12,0.9866220735785953,0.013377926421404682,0.0,0.0,normal
4,663,4,0.4,66.3,165.75,4,1,0.0,1.0,0.0,0.0,normal
2,147,2,0.2,14.7,73.5,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
2,930,2,0.2,93.0,465.0,1,1,1.0,0.0,0.0,0.0,normal
2,142,2,0.2,14.2,71.0,1,1,1.0,0.0,0.0,0.0,normal
19,17035,19,1.9,1703.5,896.578947368421,1,1,1.0,0.0,0.0,0.0,normal
2,132,2,0.2,13.2,66.0,1,1,1.0,0.0,0.0,0.0,normal
2,134,2,0.2,13.4,67.0,1,1,1.0,0.0,0.0,0.0,normal
348,20595,348,34.8,2059.5,59.18103448275862,1,1,1.0,0.0,0.0,0.0,normal
577,39119,577,57.7,3911.9,67.79722703639514,1,1,1.0,0.0,0.0,0.0,normal
11,3397,11,1.1,339.7,308.8181818181818,1,1,1.0,0.0,0.0,0.0,normal
590,2409208,590,59.0,240920.8,4083.4033898305083,1,7,1.0,0.0,0.0,0.0,normal
3,1510,3,0.3,151.0,503.3333333333333,1,1,1.0,0.0,0.0,0.0,normal
2,142,2,0.2,14.2,71.0,1,1,1.0,0.0,0.0,0.0,normal
2,171,2,0.2,17.1,85.5,1,1,1.0,0.0,0.0,0.0,normal
2,132,2,0.2,13.2,66.0,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
14,4114,14,1.4,411.4,293.85714285714283,1,1,1.0,0.0,0.0,0.0,normal
1,105,1,0.1,10.5,105.0,1,1,1.0,0.0,0.0,0.0,normal
32,5482,32,3.2,548.2,171.3125,1,7,1.0,0.0,0.0,0.0,normal
5,2791,5,0.5,279.1,558.2,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
6,7684,6,0.6,768.4,1280.6666666666667,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
1,1165,1,0.1,116.5,1165.0,1,1,1.0,0.0,0.0,0.0,normal
2,463,2,0.2,46.3,231.5,1,1,1.0,0.0,0.0,0.0,normal
20,4000,20,2.0,400.0,200.0,2,10,0.95,0.05,0.0,0.0,normal
3,239,3,0.3,23.9,79.66666666666667,1,1,1.0,0.0,0.0,0.0,normal
5,3661,5,0.5,366.1,732.2,1,1,1.0,0.0,0.0,0.0,normal
2,142,2,0.2,14.2,71.0,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
2,132,2,0.2,13.2,66.0,1,1,1.0,0.0,0.0,0.0,normal
13,7542,13,1.3,754.2,580.1538461538462,1,1,1.0,0.0,0.0,0.0,normal
719,38994,719,71.9,3899.4,54.2336578581363,1,1,1.0,0.0,0.0,0.0,normal
564,37841,564,56.4,3784.1,67.09397163120568,1,1,1.0,0.0,0.0,0.0,normal
9,2733,9,0.9,273.3,303.6666666666667,1,1,1.0,0.0,0.0,0.0,normal
966,3444413,966,96.6,344441.3,3565.644927536232,2,8,0.9968944099378882,0.003105590062111801,0.0,0.0,normal
2,462,2,0.2,46.2,231.0,2,1,0.0,1.0,0.0,0.0,normal
2,142,2,0.2,14.2,71.0,1,1,1.0,0.0,0.0,0.0,normal
1,66,1,0.1,6.6,66.0,1,1,1.0,0.0,0.0,0.0,normal
1,93,1,0.1,9.3,93.0,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
650,37016,650,65.0,3701.6,56.94769230769231,1,1,1.0,0.0,0.0,0.0,normal
132,9346,132,13.2,934.6,70.8030303030303,2,1,1.0,0.0,0.0,0.0,normal
114,342300,114,11.4,34230.0,3002.6315789473683,1,1,1.0,0.0,0.0,0.0,normal
617,2029814,617,61.7,202981.4,3289.811993517018,2,10,0.9967585089141004,0.0032414910858995136,0.0,0.0,normal
3,733,3,0.3,73.3,244.33333333333334,3,1,0.0,1.0,0.0,0.0,normal
1,93,1,0.1,9.3,93.0,1,1,1.0,0.0,0.0,0.0,normal
2,142,2,0.2,14.2,71.0,1,1,1.0,0.0,0.0,0.0,normal
2,132,2,0.2,13.2,66.0,1,1,1.0,0.0,0.0,0.0,normal
693,47004,693,69.3,4700.4,67.82683982683983,1,1,1.0,0.0,0.0,0.0,normal
860,57613,860,86.0,5761.3,66.99186046511628,1,1,1.0,0.0,0.0,0.0,normal
1172,4151413,1172,117.2,415141.3,3542.1612627986347,1,8,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
4,1019,4,0.4,101.9,254.75,1,1,1.0,0.0,0.0,0.0,normal
2,142,2,0.2,14.2,71.0,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
3,214,3,0.3,21.4,71.33333333333333,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
609,41520,609,60.9,4152.0,68.17733990147784,1,1,1.0,0.0,0.0,0.0,normal
877,58901,877,87.7,5890.1,67.16191562143672,2,1,1.0,0.0,0.0,0.0,normal
13,4083,13,1.3,408.3,314.0769230769231,1,1,1.0,0.0,0.0,0.0,normal
954,3983889,954,95.4,398388.9,4175.9842767295595,2,8,0.9979035639412998,0.0020964360587002098,0.0,0.0,normal
2,260,2,0.2,26.0,130.0,2,1,0.0,1.0,0.0,0.0,normal
7,3782,7,0.7,378.2,540.2857142857143,1,1,1.0,0.0,0.0,0.0,normal
2,142,2,0.2,14.2,71.0,1,1,1.0,0.0,0.0,0.0,normal
1,105,1,0.1,10.5,105.0,1,1,1.0,0.0,0.0,0.0,normal
2,132,2,0.2,13.2,66.0,1,1,1.0,0.0,0.0,0.0,normal
1,54,1,0.1,5.4,54.0,1,1,1.0,0.0,0.0,0.0,normal
543,41805,543,54.3,4180.5,76.98895027624309,1,1,1.0,0.0,0.0,0.0,normal
404,26862,404,40.4,2686.2,66.49009900990099,2,1,1.0,0.0,0.0,0.0,normal
2,171,2,0.2,17.1,85.5,1,1,1.0,0.0,0.0,0.0,normal
440,2450424,440,44.0,245042.4,5569.145454545454,1,7,1.0,0.0,0.0,0.0,normal
20,6241,20,2.0,624.1,312.05,1,1,1.0,0.0,0.0,0.0,normal
2,142,2,0.2,14.2,71.0,1,1,1.0,0.0,0.0,0.0,normal
6,7716,6,0.6,771.6,1286.0,1,1,1.0,0.0,0.0,0.0,normal
520,34922,520,52.0,3492.2,67.1576923076923,1,1,1.0,0.0,0.0,0.0,normal
9,2733,9,0.9,273.3,303.6666666666667,1,1,1.0,0.0,0.0,0.0,normal
2,480,2,0.2,48.0,240.0,1,1,1.0,0.0,0.0,0.0,normal
345,1514244,345,34.5,151424.4,4389.113043478261,1,8,1.0,0.0,0.0,0.0,normal
